Scenario 1: Learning Rate = 0.1, Loss Function = MSELoss
Number of Batches: 128
Epoch	Loss	Validation loss	RMSE	Validation Accuracy
60	0.4290	0.8262	0.93	54.47
61	0.4316	0.8518	0.95	54.58
62	0.4294	0.8394	0.94	54.34
63	0.4269	0.8271	0.92	54.63
64	0.4294	0.8475	0.94	54.73
65	0.4255	0.8413	0.94	54.21
66	0.4255	0.8622	0.95	55.29
67	0.4265	0.9065	0.99	54.79
68	0.4239	0.8700	0.98	54.60
69	0.4238	0.8585	0.95	54.20
70	0.4221	0.8664	0.95	54.29
71	0.4155	0.8383	0.94	54.04
72	0.4204	0.8620	0.95	54.76
73	0.4134	0.8708	0.97	54.20
74	0.4168	0.8836	0.97	54.72
75	0.4183	0.8796	0.99	54.54
76	0.4154	0.8310	0.93	54.71
77	0.4140	0.8508	0.94	54.59
78	0.4130	0.8520	0.95	54.14
79	0.4150	0.8783	0.99	54.00
80	0.4112	0.8470	0.95	54.26
81	0.4141	0.8343	0.93	54.17
82	0.4107	0.8636	0.95	55.12
83	0.4139	0.8718	0.97	54.50
84	0.4109	0.9519	1.03	53.68
85	0.4047	0.8398	0.94	54.48
86	0.4074	0.8764	0.99	53.89
87	0.4078	0.8706	0.97	54.71
88	0.4082	0.8826	0.97	54.49
89	0.4030	0.8646	0.95	53.85
90	0.4059	0.8810	0.97	54.44
91	0.4067	0.8577	0.95	54.97
92	0.4017	0.8686	0.95	54.75
93	0.4068	0.8464	0.95	53.85
94	0.4031	0.8973	0.99	54.58
95	0.4082	0.8607	0.96	53.91
96	0.4074	0.8794	0.96	54.49
97	0.4004	0.9135	1.00	54.09
98	0.4013	0.9055	1.01	54.41
99	0.4046	0.9035	0.99	54.38
100	0.3987	0.8710	0.95	54.66
101	0.3991	0.9101	0.98	54.57
102	0.3975	0.8626	0.96	54.51
103	0.4015	0.9413	1.02	54.00
104	0.4026	0.8640	0.95	54.37
105	0.3996	0.8730	0.95	53.90
106	0.3990	0.8519	0.95	54.26
107	0.4011	0.8597	0.96	53.97
108	0.3982	0.8597	0.96	54.63
109	0.3994	0.8798	0.98	54.57
110	0.3960	0.9197	1.00	54.51
111	0.3956	0.8826	0.97	54.69
112	0.3953	0.9330	1.01	54.21
113	0.3922	0.8591	0.95	54.76
114	0.3974	0.8617	0.95	54.03
115	0.3952	0.8760	0.98	54.69
116	0.3926	0.8479	0.96	53.88
117	0.3973	0.8646	0.97	55.02
118	0.3918	0.8532	0.95	54.64
119	0.3907	0.9086	1.00	54.75
120	0.3903	0.8571	0.94	55.31
121	0.3917	0.8463	0.95	54.43
122	0.3914	0.8656	0.99	54.07
123	0.3935	0.8525	0.96	53.64
124	0.3912	0.8838	0.98	53.93
125	0.3885	0.8768	0.98	53.67
126	0.3893	0.9301	1.03	53.63
127	0.3913	0.8684	0.96	54.85
128	0.3892	0.8629	0.97	54.21
129	0.3896	0.8876	0.98	54.01
130	0.3862	0.8586	0.95	54.11
131	0.3886	0.9123	1.01	54.50
132	0.3916	0.8782	0.98	54.96
133	0.3915	0.8770	0.97	54.13
134	0.3924	0.8956	0.99	54.45
135	0.3887	0.8830	0.98	54.34
136	0.3860	0.8625	0.97	54.07
137	0.3874	0.8930	0.98	54.68
138	0.3867	0.9054	0.99	54.81
139	0.3848	0.8854	0.97	53.97
140	0.3845	0.8717	0.97	54.55
141	0.3865	0.8777	0.97	54.35
142	0.3888	0.8875	0.98	54.54
143	0.3893	0.9102	0.99	54.76
144	0.3871	0.8750	0.96	54.93
145	0.3904	0.8837	0.97	53.74
146	0.3836	0.8971	0.99	55.00
147	0.3861	0.9095	0.99	54.62
148	0.3854	0.9187	1.01	54.75
149	0.3841	0.8774	0.98	55.03
150	0.3875	0.8588	0.97	53.88
151	0.3844	0.9236	1.01	54.46
152	0.3852	0.8743	0.97	54.93
153	0.3875	0.8923	0.98	54.22
154	0.3845	0.8943	1.00	54.64
155	0.3828	0.9187	1.01	54.51
156	0.3836	0.8824	0.98	54.27
157	0.3850	0.8894	0.98	54.09
158	0.3865	0.8647	0.97	54.62
159	0.3841	0.8953	0.99	54.58
160	0.3782	0.8825	0.98	54.49
161	0.3771	0.9042	0.99	54.63
162	0.3755	0.8900	0.98	54.78
163	0.3789	0.9278	1.01	54.37
164	0.3773	0.9105	1.00	54.32
165	0.3795	0.8717	0.98	54.36
166	0.3803	0.9029	0.98	54.86
167	0.3804	0.8834	0.98	55.36
168	0.3808	0.8727	0.97	53.89
169	0.3780	0.8898	0.99	54.61
170	0.3807	0.8774	0.98	54.73
171	0.3799	0.9270	1.02	54.16
172	0.3820	0.8881	0.97	54.85
173	0.3779	0.8719	0.97	53.98
174	0.3810	0.8675	0.97	54.18
175	0.3827	0.9307	1.01	54.77
176	0.3837	0.8673	0.97	53.97
177	0.3814	0.8653	0.96	54.20
178	0.3782	0.8672	0.98	53.78
179	0.3823	0.8591	0.97	53.91
180	0.3779	0.9005	1.00	54.60
181	0.3788	0.8643	0.97	54.65
182	0.3795	0.8989	1.00	54.52
183	0.3800	0.9191	1.02	53.77
184	0.3738	0.9577	1.05	53.99
185	0.3767	0.9142	1.00	54.71
186	0.3738	0.9072	1.00	54.29
187	0.3787	0.8663	0.97	54.31
188	0.3737	0.8834	0.98	54.19
189	0.3753	0.8972	0.98	54.32
190	0.3808	0.8730	0.98	53.82
191	0.3745	0.8806	0.97	54.86
192	0.3802	0.9013	0.99	54.58
193	0.3790	0.9583	1.05	53.47
194	0.3735	0.8749	0.97	54.84
195	0.3716	0.8843	0.98	54.54
196	0.3756	0.9186	1.00	54.31
197	0.3791	0.9017	1.00	54.42
198	0.3758	0.9241	1.01	54.17
199	0.3781	0.9149	1.00	54.33
200	0.3763	0.8810	0.98	53.94

